표준코드,본부,지사,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적,한발빈도,홍수빈도,제체형식,제체체적,제체길이,제체높이,총저수량,유효저수량,사수량,취수형식,홍수위,만수위,사수위,연락처
4678010086,전남,보성,대곡,전라남도 보성군 조성면 대곡리,1976-01-01,1979-12-30,1,주수원,584,24,19.67,257.8,10,200,필댐(죤형),846711,808,19.7,1395.75,1346,49.75,사통형,49.9,49,41.5,061-850-2525
4678010087,전남,보성,대동,전라남도 보성군 조성면 우천리,1945-01-01,1945-12-30,2,보조수원,18,1,1,14.6,10,200,필댐(죤형),6005,225,4.5,21.7,21.7,0,사통형,17.8,17,13.3,061-850-2525
4678010089,전남,보성,신방,전라남도 보성군 조성면 봉능리,1973-01-01,1979-12-30,1,주수원,141,7.28,7.14,106.8,10,200,필댐(죤형),292800,655,13.5,402.7,402.6,0.1,사통형,32.18,31,22,061-850-2525
4678010091,전남,보성,감동,전라남도 보성군 조성면 덕산리,1976-01-01,1979-12-30,1,주수원,141,10,9,64.1,10,200,필댐(죤형),167286,680,17,541.6,539,2.6,사통형,23.8,23,13,061-850-2525
4678010095,전남,보성,덕산,전라남도 보성군 득량면 예당리,1976-01-01,1979-12-30,1,주수원,220,28,26.7,59.8,10,200,필댐(죤형),566181,462,21.5,2156.47,2140.7,15.77,사통형,31.8,31,17,061-850-2525
4678010098,전남,보성,해평,전라남도 보성군 득량면 해평리,1995-01-01,1999-12-30,1,주수원,480,25,23.17,255,10,200,필댐(죤형),20872,228,24.8,1892.1,1853,39.1,사통형,50,48.7,33,061-850-2525
4678010100,전남,보성,도촌,전라남도 보성군 득량면 도촌리,1980-01-01,1985-12-30,1,주수원,615.2,29,27.1,230.6,10,200,필댐(죤형),1863150,184,21.75,2168.5,2168.5,0,사통형,46,45,30,061-850-2525
4678010108,전남,보성,영천,전라남도 보성군 회천면 영천리,1978-01-01,1985-12-30,1,주수원,725,46,42.7,255,10,200,필댐(죤형),2973160,376,20,2660.24,2575.8,84.44,사통형,41,40,29,061-850-2525
4678010124,전남,보성,임수,전라남도 보성군 웅치면 대산리,1992-01-01,1999-01-01,1,주수원,200,8,7.6,100.4,10,200,필댐(죤형),632500,203,24.95,583.12,575.1,8.02,사통형,250,249.3,231,061-850-2525
4678010125,전남,보성,담안,전라남도 보성군 웅치면 대산리,1992-01-01,1999-12-30,1,주수원,360,9.23,9.23,197.7,10,200,필댐(죤형),188124,193,32.76,1055,1035,20,취수탑형,286.7,285.7,261,061-850-2525
4678010126,전남,보성,학동,전라남도 보성군 노동면 학동리,1997-06-27,2001-12-30,1,주수원,228,12.07,12.07,112.9,10,200,필댐(죤형),145027,157,27.15,856.5,850,6.5,사통형,231.8,230.8,214,061-850-2525
4678010127,전남,보성,화죽,전라남도 보성군 회천면 화죽리,2002-12-14,2007-12-30,1,주수원,135,10.5,10,96,10,200,필댐(죤형),0,214,41,624.96,610.28,14.68,사통형,76,75.8,58,061-850-2525
4678010130,전남,보성,덕촌2,전라남도 보성군 조성면 은곡리,2004-09-15,2011-06-30,2,주수원,53,3.39,3.54,67,10,200,필댐(죤형),0,410,14,225.5,209.6,15.9,사통형,31.3,30.3,22.4,061-850-2525
4678010246,전남,보성,봉산,전라남도 보성군 보성읍 봉산리,2006-12-29,2017-03-31,1,주수원,182,7.92,7.77,99.7,10,200,필댐(죤형),323418.34,163.8,25.8,624.62,598.02,26.6,사통형,185.8,184.6,170,061-850-2525
4678010247,전남,보성,백학,전라남도 보성군 보성읍 옥평리,2006-12-29,2017-03-31,2,주수원,80,2.34,2.2,77.4,10,200,필댐(죤형),0,193.4,20.1,215.71,203.96,11.75,사통형,179.5,178.5,167,061-850-2525
4679010013,전남,화순,금전,전라남도 화순군 한천면 금전리,1957-01-01,1962-01-01,1,주수원,3147,67.7,64.32,766,10,200,필댐(죤형),490003,273.4,17.35,4874.6,4823.4,51.2,취수탑형,62.2,61,48.85,061-370-8500
4679010018,전남,화순,반곡,전라남도 화순군 한천면 반곡리,1955-01-01,1959-01-01,2,주수원,420,6.51,6.5,107.5,10,200,필댐(죤형),137862,228.6,14.4,254.6,254.6,0,사통형,166.87,165.87,155.53,061-370-8500
4679010031,전남,화순,가동,전라남도 화순군 춘양면 가동리,1956-01-01,1958-01-01,2,주수원,347,12.3,6.3,128.6,10,200,필댐(죤형),49087,187,10.5,256.76,253.85,2.91,사통형,110.5,109.16,100.6,061-370-8500
4679010032,전남,화순,산간,전라남도 화순군 춘양면 산간리,1956-01-01,1958-01-01,2,보조수원,60.9,1.72,1.7,28,10,200,필댐(죤형),38688,107,10.2,20.54,20.54,0,사통형,94.18,93.18,88.28,061-370-8500
4679010035,전남,화순,우봉,전라남도 화순군 춘양면 우봉리,1988-01-01,1994-01-01,2,주수원,100,1.62,1.6,12.1,10,200,필댐(죤형),12254,163,13.8,6.6,6.2,0.4,사통형,91.23,90.23,87.64,061-370-8500
4679010040,전남,화순,세청1,전라남도 화순군 청풍면 세청리,1944-01-01,1945-01-01,2,보조수원,38,3.12,3.1,11,10,200,필댐(죤형),128647,230,5,76,70,6,사통형,85.5,84.27,80.6,061-370-8500
4679010042,전남,화순,대비,전라남도 화순군 청풍면 대비리,1970-01-01,1975-01-01,2,주수원,45,1.29,1.2,12,10,200,필댐(죤형),12298,86,8.2,12.4,12.22,0.18,사통형,175.5,174.53,170.1,061-370-8500
4679010043,전남,화순,등용,전라남도 화순군 청풍면 백운리,1959-01-01,1965-01-01,1,보조수원,532,8.97,8.8,200.1,10,200,필댐(죤형),228228,176,21,417,414.22,2.78,사통형,141,139.33,127.1,061-370-8500
4679010045,전남,화순,신석,전라남도 화순군 청풍면 신석리,1944-01-01,1945-01-01,2,보조수원,115,1.62,1.6,13,10,200,필댐(죤형),22278,118,8,60.3,60,0.3,사통형,132.81,131.81,124.91,061-370-8500
4679010046,전남,화순,이만(청풍),전라남도 화순군 청풍면 신석리,1992-01-01,1998-01-01,1,주수원,375,13.1,13.04,255.8,10,200,필댐(죤형),304580,272,34.9,1154.7,1005.49,149.21,사통형,193,192,175,061-370-8500
4679010047,전남,화순,신리,전라남도 화순군 청풍면 신리,1944-01-01,1945-01-01,2,보조수원,125,1.32,1.3,2,10,200,필댐(죤형),51300,125,6,40.5,40.5,0,사통형,114.35,113.35,108.45,061-370-8500
4679010051,전남,화순,장치,전라남도 화순군 이양면 용반리,1976-01-01,1978-01-01,1,주수원,1885,70.1,60.1,347,10,200,필댐(죤형),592368,213.4,24.5,5484.9,5484.7,0.2,취수탑형,125,123.5,104.2,061-370-8500
4679010054,전남,화순,품평,전라남도 화순군 이양면 품평리,1944-01-01,1945-01-01,2,주수원,135,2.12,2.1,11.6,10,200,필댐(죤형),14563,111,8,122.1,119.93,2.17,사통형,81.69,80.89,73.69,061-370-8500
4679010055,전남,화순,청영,전라남도 화순군 이양면 품평리,1944-01-01,1945-01-01,2,보조수원,57,1.17,1.16,5,10,200,필댐(죤형),5335,97,5,35.04,35,0.04,사통형,84.97,83.97,78.61,061-370-8500
4679010068,전남,화순,백암,전라남도 화순군 능주면 만수리,1943-01-01,1945-01-01,2,보조수원,14.4,1.21,1.2,11,10,200,필댐(죤형),2294,232,2.3,22.61,20.09,2.52,사통형,70.24,69.24,62.54,061-370-8500
4679010083,전남,화순,도장,전라남도 화순군 도암면 운월리,1967-01-01,1969-01-01,2,보조수원,26,0.92,0.9,4,10,200,필댐(죤형),10937,110,7.1,20.4,18.58,1.82,사통형,54,53,49.1,061-370-8500
4679010085,전남,화순,벽지,전라남도 화순군 도암면 벽지리,1966-01-01,1968-01-01,2,보조수원,195,2.62,2.6,25,10,200,필댐(죤형),14638,83,9.1,160.5,153.32,7.18,사통형,67,66.73,62.6,061-370-8500
4679010086,전남,화순,해명산,전라남도 화순군 도암면 도장리,1969-01-01,1970-01-01,2,보조수원,28,0.21,0.2,7,10,200,필댐(죤형),3456,40,6,5.9,5.59,0.31,사통형,80,79.1,74.1,061-370-8500
4679010087,전남,화순,정천1,전라남도 화순군 도암면 원천리,1971-01-01,1973-01-01,2,보조수원,52,0.82,0.8,13,10,200,필댐(죤형),15671,70,8.4,17.2,16.18,1.02,사통형,71,70.1,66.1,061-370-8500
4679010088,전남,화순,정천2,전라남도 화순군 도암면 정천리,1971-01-01,1973-01-01,2,보조수원,9,0.21,0.2,2,10,200,필댐(죤형),2500,30,8.8,2.9,2.81,0.09,사통형,78,76.7,73.6,061-370-8500
4679010089,전남,화순,옥동,전라남도 화순군 도암면 원천리,1944-01-01,1945-01-01,2,보조수원,63,1.01,1,10,10,200,필댐(죤형),10040,85,7.5,24,22.13,1.87,사통형,78.5,77.51,73.1,061-370-8500
4679010090,전남,화순,권동,전라남도 화순군 도암면 원천리,1966-01-01,1968-01-01,2,보조수원,25,0.91,0.9,4,10,200,필댐(죤형),7948,95,6,20,19,1,사통형,91,90.1,86,061-370-8500
4679010091,전남,화순,안성,전라남도 화순군 도암면 천태리,1944-01-01,1945-01-01,2,보조수원,150,3.82,3.8,35,10,200,필댐(죤형),37473,211,8,112.3,112.3,0,사통형,92,91.2,86.6,061-370-8500
4679010093,전남,화순,도암,전라남도 화순군 도암면 등광리,1990-01-01,1999-01-01,1,주수원,444,22.2,22,184.4,10,200,필댐(죤형),208980,205,23.9,1857.2,1854,3.2,사통형,122,120.32,102.1,061-370-8500
4679010097,전남,화순,보월,전라남도 화순군 이서면 보월리,1944-01-01,1945-01-01,2,보조수원,95,1.11,1.1,18,10,200,필댐(죤형),12348,147,6,21.3,21.3,0,사통형,230.04,229.04,226.24,061-370-8500
4679010098,전남,화순,안심,전라남도 화순군 이서면 안심리,1982-01-01,1987-01-01,1,주수원,430,12.21,12.1,153.7,10,200,필댐(죤형),210554,210,30.2,1226.99,1173.59,53.4,사통형,101.5,100,82,061-370-8500
4679010103,전남,화순,송단,전라남도 화순군 백아면 방리,1980-01-01,1983-01-01,1,주수원,450,15.4,15.2,223.6,10,200,필댐(죤형),102219,188,28,1528.6,1507.5,21.1,사통형,307.26,306.26,287.26,061-370-8500
4679010110,전남,화순,독상,전라남도 화순군 동복면 독상리,1942-01-01,1944-01-01,2,보조수원,232,2.42,2.4,22,10,200,필댐(죤형),20273,97,9.5,91,91,0,사통형,149.05,148.05,141.05,061-370-8500
4679010111,전남,화순,동정,전라남도 화순군 동복면 칠정리,1941-01-01,1943-01-01,2,보조수원,83,0.81,0.8,12,10,200,필댐(죤형),66877,123,8,20,20,0,사통형,156.42,155.42,151.52,061-370-8500
4679010112,전남,화순,유천,전라남도 화순군 동복면 유천리,1978-01-01,1984-01-01,1,주수원,1225,24.48,24.28,286.7,10,200,필댐(죤형),196178,288,26.17,1754.68,1754.68,0,사통형,182.9,181.7,166.5,061-370-8500
4679010119,전남,화순,축동,전라남도 화순군 동복면 구암리,1943-01-01,1944-01-01,2,보조수원,60,3.52,3.5,14,10,200,필댐(죤형),15817,114,7.5,71,71,0,사통형,147.03,146.03,142.63,061-370-8500
4679010123,전남,화순,원동,전라남도 화순군 사평면 원리,1956-01-01,1963-01-01,2,주수원,270,6.22,6.02,90.2,10,200,필댐(죤형),54452,191,10.6,168.3,164.38,3.92,사통형,143,142.18,135.1,061-370-8500
4679010137,전남,화순,서성,전라남도 화순군 동면 언도리,1965-01-01,1972-01-01,1,주수원,1787,26,25.9,430,10,200,필댐(죤형),222840,148,22.86,2540.6,2501.13,39.47,사통형,108.23,107.4,90.4,061-370-8500
4679010155,전남,화순,마산,전라남도 화순군 동면 청궁리,1996-03-06,2002-12-30,2,주수원,360,5.4,5.2,50.7,10,200,필댐(죤형),145027,200,25,282.3,253,29.3,사통형,235.8,234.8,222,061-370-8500
4679010156,전남,화순,우치,전라남도 화순군 도암면 우치리,1997-11-05,2002-12-30,1,주수원,295,10.8,10.5,105,10,200,필댐(죤형),117443,216,43.8,1375.6,1356.6,19,취수탑형,200.26,199.2,176,061-370-8500
4679010157,전남,화순,내리,전라남도 화순군 사평면 내리,1999-11-23,2003-12-30,1,주수원,285,9.48,9.38,120,10,200,필댐(죤형),243997,170,30.73,1070,920,150,사통형,195.9,194.7,176,061-370-8500
4679010158,전남,화순,호암,전라남도 화순군 도암면 호암리,1945-02-01,1945-12-30,2,보조수원,34,1.52,1.5,6.8,10,200,필댐(죤형),27185,50,7,26.15,26.15,0,사통형,104.87,103.93,98.21,061-370-8500
4679010159,전남,화순,용강,전라남도 화순군 도암면 용강리,1970-02-01,1970-12-30,2,보조수원,193,1.22,1.2,31.1,10,200,필댐(죤형),16311,30,8,40.14,40.14,0,사통형,95.21,94.21,89.24,061-370-8500
4679010160,전남,화순,고시,전라남도 화순군 한천면 고시리,1997-09-25,2006-12-30,1,주수원,1134,33.29,31.3,309.4,10,200,필댐(균일형),280000,182,29.5,2891.7,2426.7,465,취수탑형,200.7,199.6,185,061-370-8500
4679010161,전남,화순,백운,전라남도 화순군 청풍면 백운리,2000-12-13,2012-12-31,1,주수원,310,8.87,8.1,224,10,200,필댐(죤형),343.31,266.5,39.4,1056,878,178,취수탑형,212.4,211.4,193,061-370-8500
4679010164,전남,화순,청용,전라남도 화순군 청풍면 청용리,2000-12-13,2012-12-31,1,주수원,228,6.33,5.84,83,10,200,필댐(죤형),342.99,148,32.5,599.2,496,103.2,취수탑형,209,208,197,061-370-8500
4679010285,전남,화순,쌍봉,전라남도 화순군 이양면 쌍봉리,2009-09-23,2019-04-03,1,주수원,700,18.27,17.85,0,10,200,필댐(코어형),372719,235,39.14,1897.6,1788.8,108.8,취수탑형,161.5,160.3,143,061-370-8500
4679010286,전남,화순,노치,전라남도 화순군 백아면 노치리,2013-07-30,2019-03-29,1,주수원,241,5.23,4.98,0,10,200,필댐(코어형),138730,140,29,505.77,502.05,3.72,사통형,289,288,269,061-370-8500
4680010005,전남,장흥,금산,전라남도 장흥군 장흥읍 해당리,1943-01-01,1945-12-31,1,주수원,645,13.3,11.8,181.2,10,200,필댐(죤형),231288,419,16,1204.2,1160.1,44.1,사통형,101.98,100.74,88.28,061-860-7614
4680010006,전남,장흥,축내,전라남도 장흥군 장흥읍 축내리,1939-01-01,1945-12-31,2,주수원,53.3,1.6,1.3,8.5,10,200,필댐(죤형),10920,165,4,14.5,13,1.5,사통형,39.4,38.7,37.5,061-860-7614
4680010009,전남,장흥,성산,전라남도 장흥군 관산읍 성산리,1972-01-01,1975-12-31,1,주수원,317,11.7,10.9,125.4,10,100,필댐(죤형),683145,285,18.1,785.6,781,4.6,사통형,79.03,77.93,70.2,061-860-7614
4680010011,전남,장흥,농안,전라남도 장흥군 관산읍 농안리,1976-12-18,1979-12-31,1,주수원,365,13.8,13.5,152,10,100,필댐(죤형),144048,160,20.48,947.1,947,0.1,사통형,77.09,75.82,60,061-860-7614
4680010016,전남,장흥,지정,전라남도 장흥군 관산읍 지정리,1918-01-01,1925-12-31,1,주수원,103,60.73,58.9,322.7,5,200,필댐(죤형),369360,4560,6,1738.4,1738.2,0.2,사통형,4.28,3.84,1.6,061-860-7614
4680010018,전남,장흥,수동,전라남도 장흥군 관산읍 외동리,1964-01-01,1966-12-30,1,주수원,180,73.5,73.5,428.5,10,200,필댐(죤형),268646,2476,7,2565.9,2550.5,15.4,사통형,4.8,4.3,0,061-860-7614
4680010019,전남,장흥,어은,전라남도 장흥군 관산읍 외동리,1965-01-01,1966-12-31,1,주수원,170,24.73,24,82.6,10,100,필댐(죤형),115037,1172,6.7,604.2,604,0.2,사통형,3.77,3.2,1.5,061-860-7614
4680010020,전남,장흥,부안,전라남도 장흥군 관산읍 외동리,1995-12-23,1999-12-30,1,주수원,242,8.9,8.5,119,10,200,필댐(죤형),619920,328,21,642.1,592,50.1,사통형,61.38,60.32,49.5,061-860-7614
4680010022,전남,장흥,하발,전라남도 장흥군 관산읍 죽청리,1923-01-01,1925-12-31,2,주수원,49,1.7,1.7,8.6,10,200,필댐(죤형),9045,342,2.5,15,13,2,사통형,2.78,2.3,1.4,061-860-7614
4680010023,전남,장흥,동촌,전라남도 장흥군 관산읍 하발리,1976-12-18,1978-12-31,1,주수원,145,7.72,7.7,69.5,10,100,필댐(죤형),49500,300,13.2,581.5,577.2,4.3,사통형,48.5,47.5,33,061-860-7614
4680010024,전남,장흥,죽청,전라남도 장흥군 관산읍 죽청리,1923-01-01,1925-12-31,2,주수원,297,6.8,4.6,34.3,10,200,필댐(죤형),11250,420,3,42.1,42.1,0,사통형,2.3,2,1.4,061-860-7614
4680010025,전남,장흥,연동,전라남도 장흥군 대덕읍 연지리,1942-01-01,1945-12-30,2,주수원,31,0.58,1.4,1.6,10,100,필댐(죤형),3626,98,4,5,5,0,사통형,24.85,23.97,22.29,061-860-7614
4680010026,전남,장흥,서산,전라남도 장흥군 대덕읍 연지리,1916-01-01,1923-12-31,1,주수원,367,47.17,47.2,169,10,200,필댐(죤형),88218,936,6.5,809.5,793,16.5,사통형,5.13,4.11,1.2,061-860-7614
4680010027,전남,장흥,연지,전라남도 장흥군 대덕읍 연지리,1990-11-14,1997-12-15,1,주수원,708,26.9,25.4,202,10,200,필댐(죤형),1213674,426,37,2843.9,2708,135.9,사통형,63,61.8,43,061-860-7614
4680010029,전남,장흥,도청,전라남도 장흥군 대덕읍 도청리,1942-01-01,1945-12-31,2,주수원,179,6.02,5.9,37.9,10,200,필댐(죤형),15208,520,5,102.1,102,0.1,사통형,2.3,1.9,0.6,061-860-7614
4680010030,전남,장흥,양하,전라남도 장흥군 대덕읍 잠두리,1940-01-01,1945-12-31,2,주수원,64,0.49,1.5,13.4,10,200,필댐(죤형),4150,151,3.5,4.9,4.9,0,사통형,4.58,3.58,1.8,061-860-7614
4680010031,전남,장흥,신리,전라남도 장흥군 대덕읍 신리,1966-01-01,1969-12-30,2,주수원,135,1.85,1.8,8.8,10,200,필댐(죤형),52635,140,13.1,65,65,0,사통형,18.5,17.5,11.5,061-860-7614
4680010032,전남,장흥,하분,전라남도 장흥군 대덕읍 분토리,1978-01-01,1982-12-31,1,주수원,600,15.6,14.7,107.8,10,100,필댐(죤형),1379847,196,19.8,699.3,699,0.3,사통형,35.24,33.32,23.5,061-860-7614
4680010034,전남,장흥,가학,전라남도 장흥군 대덕읍 가학리,1928-01-01,1931-12-31,2,주수원,36,5,4.5,1.4,10,200,필댐(죤형),11200,74.5,7,16,16,0,사통형,24.67,23.88,19.06,061-860-7614
4680010041,전남,장흥,운주,전라남도 장흥군 용산면 운주리,2010-12-06,2014-12-30,1,주수원,861.5,27.63,24.17,218,10,200,필댐(코어형),117600,430,26.8,2457.77,2286.8,170.97,취수탑형,78.09,76.59,57,061-860-7614
4680010042,전남,장흥,오도,전라남도 장흥군 용산면 운주리,1965-01-01,1968-12-31,2,주수원,113,2.24,2,24.5,10,100,필댐(죤형),25632,180,8,60,60,0,사통형,63.73,62.5,54.3,061-860-7614
4680010043,전남,장흥,묵촌,전라남도 장흥군 용산면 접정리,1968-01-01,1970-12-31,2,주수원,55,1.87,1.7,16,10,200,필댐(죤형),7585,98,8.6,62,61.5,0.5,사통형,55.97,55,48.9,061-860-7614
4680010045,전남,장흥,녹원,전라남도 장흥군 용산면 녹원리,1958-01-01,1959-12-31,2,주수원,248,4.2,4.1,33.7,10,200,필댐(죤형),77000,175,10,140.8,130,10.8,사통형,70.5,69.5,65.1,061-860-7614
4680010057,전남,장흥,월계,전라남도 장흥군 안양면 당암리,1956-01-01,1961-12-31,1,주수원,392,8.48,7.6,197.7,5,200,필댐(죤형),294120,360,20,575,575,0,사통형,109.54,108.5,95,061-860-7614
4680010060,전남,장흥,모령,전라남도 장흥군 안양면 모령리,1920-01-01,1928-12-31,1,주수원,1810,27.56,27.6,124.4,10,200,필댐(죤형),61875,1250,4.5,628.6,626,2.6,사통형,4.37,3,1.2,061-860-7614
4680010061,전남,장흥,학송,전라남도 장흥군 안양면 학송리,1941-01-01,1942-12-31,2,주수원,38,2.26,2.3,12.5,10,200,필댐(죤형),109200,150,13,103.2,103,0.2,사통형,79.36,78.39,68.62,061-860-7614
4680010062,전남,장흥,장수,전라남도 장흥군 안양면 학송리,1964-01-01,1969-12-31,2,보조수원,560,4.33,4.1,51.8,10,200,필댐(죤형),87753,169,15.5,215,215,0,사통형,62.14,61.14,50.7,061-860-7614
4680010063,전남,장흥,신촌,전라남도 장흥군 안양면 학송리,1979-01-01,1983-12-31,1,주수원,600,16.51,16.5,222.8,10,100,필댐(죤형),183005,168,22.6,1512,1503.2,8.8,사통형,67.5,65.59,60.58,061-860-7614
4680010079,전남,장흥,하산,전라남도 장흥군 장동면 하산리,1994-01-01,1999-12-31,1,주수원,355,9.1,8.8,125.5,10,200,필댐(죤형),454853,207,22.5,545,545,0,사통형,142.4,140.7,130,061-860-7614
4680010086,전남,장흥,제산,전라남도 장흥군 장평면 제산리,1943-01-01,1946-12-31,1,주수원,476,11.8,10.3,203.2,10,200,필댐(죤형),30937,90,12.5,511.8,511,0.8,사통형,175.95,174.63,167.5,061-860-7614
4680010121,전남,장흥,순흥,전라남도 장흥군 회진면 회진리,1969-01-01,1970-12-31,2,주수원,105,8.25,7.7,22.5,10,200,필댐(죤형),45030,280,8.6,182.7,182.6,0.1,사통형,6.61,5.61,1.8,061-860-7614
4680010124,전남,장흥,덕촌,전라남도 장흥군 대덕읍 가학리,1975-01-01,1978-12-31,1,보조수원,12,34.4,34.4,343.4,10,200,필댐(죤형),110854,1660,5.3,1700.7,1549.5,151.2,사통형,5.09,4.25,2.5,061-860-7614
4680010125,전남,장흥,풍길,전라남도 장흥군 용산면 풍길리,2002-12-16,2006-12-31,1,주수원,209,95,87.3,136.4,10,200,필댐(죤형),346900,193,32.1,773.8,746,27.8,취수탑형,47.1,45.9,31,061-860-7614
4680010126,전남,장흥,두봉,전라남도 장흥군 장평면 진산리,1998-12-31,2005-12-30,1,주수원,295,7.28,6.7,80.9,10,200,필댐(죤형),143878,180,23.7,465.4,426.8,38.6,사통형,198.84,197.65,187.7,061-860-7614
4681010005,전남,강진,임천,전라남도 강진군 강진읍 임천리,1944-01-04,1945-01-01,1,주수원,890,79.68,66.4,359,10,100,필댐(죤형),216457,922,14.7,3445,3093.61,351.39,사통형,16.7,16.2,7,061-430-7725
4681010011,전남,강진,신학,전라남도 강진군 강진읍 춘전리,1967-01-03,1968-01-01,2,보조수원,56,2.52,2.1,40,3,200,필댐(죤형),25984,160,10.5,56,55,1,사통형,48.5,47.5,40.7,061-430-7725
4681010012,전남,강진,서산,전라남도 강진군 강진읍 서산리,1958-01-01,1962-01-01,1,주수원,755,30,25,375.8,10,200,필댐(죤형),199318,293,22.5,2593.23,2592,1.23,사통형,80,79,61,061-430-7725
4681010021,전남,강진,화산,전라남도 강진군 군동면 화산리,1964-01-01,1969-01-01,1,주수원,450,13.68,11.4,129.4,3,100,필댐(죤형),80099,168,12.9,451,451,0,기타,49.2,48.7,36.5,061-430-7725
4681010026,전남,강진,금사,전라남도 강진군 군동면 금사리,1944-01-03,1945-01-01,1,주수원,552,31.44,26.2,180.3,5,100,필댐(죤형),117625,266,15.2,692.39,691,1.39,사통형,31,30,17.8,061-430-7725
4681010030,전남,강진,삼흥,전라남도 강진군 칠량면 삼흥리,1997-12-31,2008-12-31,1,주수원,1210,54.64,50.38,430,10,200,필댐(코어형),732508,580,36.04,5857.5,5250,607.5,취수탑형,63.24,61.74,42.5,061-430-7725
4681010031,전남,강진,명주,전라남도 강진군 칠량면 명주리,2006-12-22,2011-12-30,1,주수원,689,15.3,14.7,134.6,3,100,필댐(죤형),115537,194,15.3,639.4,639,0.4,사통형,61.3,60.3,47,061-430-7725
4681010040,전남,강진,당전,전라남도 강진군 대구면 용운리,2005-12-21,2011-12-30,1,주수원,844.3,20.9,18.2,176.9,10,200,필댐(죤형),171771,193,18.6,1303.7,1297.2,6.5,사통형,59.2,58.2,45,061-430-7725
4681010041,전남,강진,계치,전라남도 강진군 대구면 계율리,1944-01-03,1945-01-01,2,주수원,98,3.1,2.9,24.9,5,100,필댐(죤형),31243,210,9.3,66.2,63.94,2.26,사통형,58.6,58,52,061-430-7725
4681010051,전남,해남.완도,강정,전라남도 강진군 도암면 강정리,1966-01-01,1968-01-01,1,주수원,400,22.05,21.03,109.8,3,100,필댐(죤형),54486,168.4,12.3,748,748,0,사통형,40,39.6,31.4,061-530-1500
4681010056,전남,강진,용흥,전라남도 강진군 도암면 용흥리,1944-12-04,1945-01-01,1,주수원,300,20,16.64,73.4,5,100,필댐(죤형),40339,942,5.9,469.48,466,3.48,사통형,3.6,3.1,0.1,061-430-7725
4681010057,전남,강진,석문,전라남도 강진군 도암면 봉황리,2001-01-01,2006-12-30,1,주수원,728,54,45,270,10,200,필댐(코어형),424750,298,33.5,3524,3183,341,취수탑형,80.5,79.29,58,061-430-7725
4681010059,전남,강진,봉양,전라남도 강진군 신전면 수양리,1987-01-01,1993-01-01,1,주수원,394,13.68,11.4,145.9,10,100,필댐(죤형),740917,587,20.6,979.66,973.11,6.55,사통형,56.2,56.2,40,061-430-7725
4681010067,전남,강진,월남,전라남도 강진군 성전면 월남리,1961-01-01,1967-01-01,1,주수원,1063,40.64,39.2,500.7,10,200,필댐(죤형),191148,171,19.1,2226.6,2225,1.6,사통형,103.5,103,88,061-430-7725
4681010068,전남,강진,성전,전라남도 강진군 성전면 월하리,1999-07-05,2009-12-31,1,주수원,468,28.2,26.43,209,10,200,필댐(죤형),119713,350,28.2,2071,2048.1,22.9,사통형,138.2,137.05,123,061-430-7725
4681010075,전남,강진,송월,전라남도 강진군 성전면 송월리,1969-01-01,1974-01-01,1,주수원,150,6.72,5.6,51.6,10,100,필댐(죤형),133618,265,12.9,384.12,383.9,0.22,사통형,101.3,100.3,89.3,061-430-7725
4681010077,전남,강진,월평,전라남도 강진군 성전면 월평리,1985-01-01,1990-01-01,1,주수원,146,9.72,8.1,73.9,10,100,필댐(죤형),288737,241,20.9,653,653,0,사통형,122.3,121.8,108,061-430-7725
4681010095,전남,강진,용동,전라남도 강진군 작천면 삼열리,1944-01-03,1945-01-01,2,주수원,143,6.72,5.6,50.8,3,100,필댐(죤형),23738,341,5.1,159.59,146,13.59,사통형,42.6,42.1,40,061-430-7725
4681010096,전남,강진,돌치,전라남도 강진군 작천면 내기리,1944-01-04,1945-01-01,2,보조수원,189,3.6,3,10.3,3,100,필댐(죤형),7985,474,5.7,36.9,36.9,0,사통형,37.5,36.5,34,061-430-7725
4681010097,전남,강진,삼치,전라남도 강진군 작천면 내기리,1944-01-03,1945-01-01,2,보조수원,63,2.4,2,7.1,3,100,필댐(죤형),4951,233,4.5,30.91,30.9,0.01,사통형,44.1,43.1,41,061-430-7725
4681010101,전남,강진,작천,전라남도 강진군 작천면 평기리,1951-01-01,1958-01-01,1,주수원,196,8.16,6.8,102.3,10,200,필댐(죤형),287760,240,22,544.4,544.4,0,사통형,87,86,69,061-430-7725
4681010107,전남,강진,학동,전라남도 강진군 작천면 갈동리,1998-11-13,2011-12-30,1,주수원,400,14.87,14.3,88.7,10,100,필댐(죤형),132036,195,16.2,866,856,10,사통형,75,74.5,65,061-430-7725
4681010111,전남,강진,하고,전라남도 강진군 병영면 성동리,2009-11-19,2011-12-30,2,보조수원,263.2,2.9,2.8,14.5,3,100,필댐(죤형),31528,563,4,50.1,50.1,0,사통형,41.5,41,39,061-430-7725
4681010115,전남,강진,중고,전라남도 강진군 병영면 중고리,1944-01-03,1945-01-01,2,보조수원,174,3.84,3.2,15.6,3,100,필댐(죤형),12144,298,4,100,100,0,사통형,40.2,39.2,36.2,061-430-7725
4681010123,전남,강진,영산,전라남도 강진군 옴천면 영산리,1967-01-02,1968-01-01,1,보조수원,124,5.88,4.9,121,10,100,필댐(죤형),230532,210,20.9,503.04,448,55.04,사통형,177.5,177,161,061-430-7725
